user_id,amount,timestamp,device_id,latitude,longitude,hour,velocity,geo_diff,amount_deviation,is_weekend,device_familiarity,location_familiarity,time_since_last,is_fraud
user_8270,2.432044977384554,2025-03-21T06:26:46.026450,device_77,30.214225708223207,-73.42576939908639,14,1,0.008910314746021351,0.20429820234698032,0,0.38892301625651565,0.12513603641133025,0.36836203256936884,0
user_1860,6.254335908721724,2025-04-15T06:26:46.026450,device_77,46.4840398922769,-101.58043297017099,17,5,0.09284034045328875,0.08001621160206397,0,0.9935614397392277,0.8696079368039253,0.08502574858631279,0
user_6390,3.7967150479372744,2025-04-10T06:26:46.026450,device_2,28.049360857564878,-73.74252734055665,10,5,0.033265658170840706,0.359171629574515,0,0.6737626129225787,0.42121950341712516,0.13938071322256138,0
user_6191,278.21819088144736,2025-03-28T06:26:46.026450,device_32,28.898302407700502,-116.1197497828235,22,8,0.11756574204764969,0.14463276891143179,1,0.2972981837829917,0.8457424589633408,0.5645718031768309,0
user_6734,81.73788390835409,2025-03-24T06:26:46.026450,device_50,38.60008309388802,-116.37312394569963,15,4,0.0005305273813068816,0.1339636782714231,1,0.6996624152716415,0.302276199340035,0.22945492619129235,0
user_7265,135.2780976926108,2025-03-30T06:26:46.026450,device_95,31.854435991858594,-72.79120492008612,21,9,0.09823617360460678,0.33346138786765184,0,0.5224083140166808,0.8808661119331925,0.15157704414456213,0
user_1466,59.29399855433566,2025-04-02T06:26:46.026450,device_61,30.55189249859824,-96.96759265594179,16,3,0.11758841618970428,0.2611751220648848,0,0.6454350980585302,0.48690333438670347,0.008703990389844748,0
user_5426,3.692937985093375,2025-03-27T06:26:46.026450,device_11,39.39533579620451,-114.77506905553253,4,4,0.052382015670719095,0.08911765558956511,0,0.7904943885594033,0.25878268429187706,0.17126277615553717,0
user_6578,9.145112655548422,2025-04-14T06:26:46.026450,device_68,34.31441691145073,-98.1605296183441,11,9,0.12493127543750503,0.2034134616891358,0,0.5554935679075746,0.7694147685640691,0.10125615122818495,0
user_9322,41.84874639810852,2025-04-10T06:26:46.026450,device_34,28.51399741924172,-81.92338645415217,10,4,0.11594197784142277,0.061168323307774906,0,0.32086213764524196,0.4267779424298298,0.30829997985294655,0
user_2685,3.211725355477659,2025-03-21T06:26:46.026450,device_80,38.37134418863661,-79.5193798852062,14,7,0.12242468160812513,0.4060738178983597,0,0.3601709828342901,0.5416246393997103,0.14431562508358667,0
user_1769,58.5275536115801,2025-04-17T06:26:46.026450,device_95,34.67531008196557,-77.48169088429168,2,9,0.2124879909778329,0.011553336062320277,1,0.9768870053381921,0.987562103837636,0.12379350256233441,0
user_7949,14.006365470741969,2025-04-14T06:26:46.026450,device_89,43.36291935684423,-93.67360033019199,0,7,0.32232875289971974,0.18775707573117761,0,0.9204465328184969,0.3294458547994099,0.04154057571488312,0
user_3433,11.447470501278504,2025-04-11T06:26:46.026450,device_8,27.56888605801473,-77.31796920976657,19,1,0.032428262051375056,0.14989204716614205,0,0.9291460328337156,0.8922691473244666,0.15437834616733462,0
user_6311,58.348867645952936,2025-03-24T06:26:46.026450,device_8,40.51533109864935,-96.94833851582099,15,6,0.12509121009501814,0.2917372912616987,0,0.706691851658875,0.5574482211940475,0.16806609741184925,0
